OrderDetailID,OrderID,ProductID,Ποσότητα,Τιμή_Μονάδας,Έκπτωση_%,Επιστροφή,Βαθμολογία
48,ORD000018,PROD00037,9,256.77,21.9,False,4.0
49,ORD000018,PROD00049,7,9.63,29.1,False,3.0
50,ORD000019,PROD00010,10,360.22,4.9,False,3.0
51,ORD000019,PROD00053,9,133.51,21.3,False,4.0
52,ORD000019,PROD00005,7,256.12,22.1,True,3.0
53,ORD000019,PROD00016,1,421.58,20.9,True,
54,ORD000019,PROD00050,8,120.96,28.3,True,
55,ORD000020,PROD00075,2,192.57,19.3,False,5.0
56,ORD000020,PROD00085,2,93.89,15.6,True,2.0
57,ORD000020,PROD00021,7,498.27,7.6,False,5.0
58,ORD000020,PROD00002,7,404.37,17.6,False,1.0
59,ORD000020,PROD00015,2,379.74,19.1,False,3.0
60,ORD000021,PROD00096,5,106.92,0.2,True,1.0
61,ORD000021,PROD00051,2,102.06,2.1,False,3.0
62,ORD000022,PROD00022,3,357.02,5.9,True,1.0
63,ORD000022,PROD00023,8,472.31,17.0,True,
64,ORD000022,PROD00048,1,92.71,22.5,True,
65,ORD000022,PROD00024,7,263.77,13.2,True,2.0
66,ORD000023,PROD00038,2,244.66,11.3,False,
67,ORD000024,PROD00075,4,192.57,14.3,True,
68,ORD000025,PROD00097,10,166.75,23.7,True,
69,ORD000025,PROD00001,9,108.67,23.8,False,3.0
70,ORD000025,PROD00086,8,463.67,14.2,False,3.0
71,ORD000026,PROD00088,4,386.19,28.2,False,1.0
72,ORD000026,PROD00044,6,439.75,26.2,True,
73,ORD000026,PROD00041,7,407.26,21.8,True,
74,ORD000027,PROD00068,5,122.51,28.5,True,5.0
75,ORD000028,PROD00066,1,294.34,29.6,False,
76,ORD000028,PROD00053,6,133.51,26.2,False,2.0
77,ORD000028,PROD00085,10,93.89,14.5,True,4.0
78,ORD000028,PROD00025,2,75.36,22.0,False,2.0
79,ORD000029,PROD00074,8,424.53,23.9,False,5.0
80,ORD000029,PROD00092,8,212.48,5.0,False,4.0
81,ORD000029,PROD00065,9,243.29,7.2,True,
82,ORD000029,PROD00005,2,256.12,3.2,True,
83,ORD000029,PROD00017,6,288.36,27.1,False,
84,ORD000030,PROD00086,3,463.67,27.7,False,
85,ORD000030,PROD00061,6,307.32,26.2,True,4.0
86,ORD000030,PROD00016,7,421.58,19.6,False,2.0
87,ORD000031,PROD00015,2,379.74,2.7,True,1.0
88,ORD000031,PROD00038,10,244.66,11.0,False,5.0
89,ORD000031,PROD00012,1,443.46,9.3,True,4.0
90,ORD000032,PROD00099,3,303.84,15.6,True,
91,ORD000032,PROD00047,1,271.63,16.1,False,3.0
92,ORD000032,PROD00087,4,339.18,15.0,False,
93,ORD000033,PROD00019,1,229.88,18.0,False,1.0
94,ORD000033,PROD00096,5,106.92,29.9,False,2.0
95,ORD000033,PROD00086,8,463.67,8.7,False,
96,ORD000034,PROD00020,4,240.75,21.0,True,2.0
97,ORD000034,PROD00092,8,212.48,21.8,False,2.0
98,ORD000034,PROD00027,1,391.77,16.4,False,4.0
99,ORD000035,PROD00097,9,166.75,21.8,False,2.0
100,ORD000035,PROD00051,9,102.06,11.8,True,5.0
101,ORD000035,PROD00010,1,360.22,25.5,False,2.0
102,ORD000036,PROD00018,3,358.6,6.3,True,1.0
103,ORD000036,PROD00057,6,102.45,21.8,True,2.0
104,ORD000036,PROD00090,7,173.63,28.5,False,2.0
105,ORD000036,PROD00062,1,310.56,2.9,False,
106,ORD000036,PROD00038,1,244.66,3.5,False,2.0
107,ORD000037,PROD00032,7,404.43,14.7,True,4.0
108,ORD000037,PROD00005,2,256.12,23.3,False,
109,ORD000037,PROD00016,8,421.58,11.0,True,
110,ORD000037,PROD00031,2,330.84,14.7,True,
111,ORD000038,PROD00074,2,424.53,23.8,True,4.0
112,ORD000038,PROD00062,5,310.56,17.1,True,5.0
113,ORD000038,PROD00036,3,209.35,12.2,True,5.0
114,ORD000038,PROD00089,9,433.41,14.7,True,2.0
115,ORD000038,PROD00096,2,106.92,5.4,True,
116,ORD000039,PROD00041,10,407.26,6.2,True,
117,ORD000039,PROD00016,5,421.58,25.5,True,
118,ORD000039,PROD00006,2,367.61,15.2,False,2.0
119,ORD000039,PROD00017,7,288.36,29.3,True,
120,ORD000040,PROD00067,5,237.41,19.8,False,
121,ORD000041,PROD00089,10,433.41,16.1,True,1.0
122,ORD000041,PROD00041,4,407.26,1.1,True,
123,ORD000041,PROD00067,4,237.41,28.7,True,3.0
124,ORD000041,PROD00046,3,7.12,21.9,False,
125,ORD000042,PROD00034,3,146.25,12.0,True,4.0
126,ORD000042,PROD00049,3,9.63,16.1,True,3.0
127,ORD000042,PROD00084,4,215.92,21.4,True,2.0
128,ORD000043,PROD00056,10,161.54,7.4,False,
129,ORD000043,PROD00049,2,9.63,20.5,False,
130,ORD000043,PROD00004,2,463.68,10.9,False,2.0
131,ORD000044,PROD00036,2,209.35,11.3,True,1.0
132,ORD000044,PROD00002,2,404.37,5.3,False,4.0
133,ORD000045,PROD00068,6,122.51,21.0,False,5.0
134,ORD000046,PROD00007,3,484.97,9.5,False,
135,ORD000047,PROD00071,3,235.94,7.8,True,2.0
136,ORD000047,PROD00077,7,99.88,17.0,False,
137,ORD000047,PROD00052,6,278.13,21.2,True,4.0
138,ORD000047,PROD00062,8,310.56,5.5,False,5.0
139,ORD000047,PROD00076,5,405.7,8.3,False,2.0
140,ORD000048,PROD00082,7,200.97,23.1,True,1.0
141,ORD000048,PROD00012,4,443.46,28.3,True,1.0
142,ORD000048,PROD00040,5,189.79,16.6,False,1.0
143,ORD000049,PROD00087,8,339.18,14.9,True,5.0
144,ORD000049,PROD00066,4,294.34,27.3,True,5.0
145,ORD000049,PROD00094,6,98.23,7.3,True,2.0
146,ORD000049,PROD00018,9,358.6,27.1,True,
147,ORD000050,PROD00066,1,294.34,12.7,False,
148,ORD000050,PROD00046,2,7.12,10.1,True,1.0
149,ORD000051,PROD00039,5,382.67,6.4,False,
150,ORD000051,PROD00062,5,310.56,27.9,True,5.0
151,ORD000051,PROD00038,8,244.66,1.7,True,3.0
152,ORD000052,PROD00046,6,7.12,26.7,True,1.0
153,ORD000052,PROD00014,2,23.3,12.9,True,
154,ORD000052,PROD00001,9,108.67,27.0,False,
155,ORD000053,PROD00001,5,108.67,6.8,False,3.0
156,ORD000053,PROD00020,7,240.75,26.8,False,
157,ORD000053,PROD00099,8,303.84,19.7,False,
158,ORD000053,PROD00085,6,93.89,22.4,True,2.0
159,ORD000054,PROD00025,5,75.36,1.2,False,3.0
160,ORD000055,PROD00021,4,498.27,28.5,False,
161,ORD000056,PROD00071,3,235.94,9.7,False,4.0
162,ORD000056,PROD00064,3,55.83,3.3,True,2.0
163,ORD000056,PROD00088,3,386.19,10.3,True,2.0
164,ORD000056,PROD00092,1,212.48,20.3,False,5.0
165,ORD000057,PROD00056,8,161.54,8.7,False,
166,ORD000058,PROD00032,9,404.43,5.6,False,3.0
167,ORD000058,PROD00080,4,261.85,20.0,False,
168,ORD000058,PROD00020,2,240.75,21.0,True,
169,ORD000058,PROD00094,10,98.23,18.9,True,
170,ORD000059,PROD00052,5,278.13,29.7,True,5.0
171,ORD000059,PROD00005,4,256.12,2.7,True,5.0
172,ORD000060,PROD00090,4,173.63,10.1,False,
173,ORD000060,PROD00082,7,200.97,19.3,False,
174,ORD000060,PROD00030,6,323.74,8.4,False,2.0
175,ORD000061,PROD00007,1,484.97,1.6,False,
176,ORD000061,PROD00024,8,263.77,8.4,True,3.0
177,ORD000061,PROD00006,8,367.61,10.9,False,
178,ORD000062,PROD00088,9,386.19,23.1,True,3.0
179,ORD000063,PROD00068,5,122.51,6.3,False,
180,ORD000063,PROD00078,2,395.85,3.9,True,
181,ORD000063,PROD00048,4,92.71,5.8,False,1.0
182,ORD000063,PROD00031,9,330.84,18.6,False,2.0
183,ORD000063,PROD00084,9,215.92,21.6,True,
184,ORD000064,PROD00071,9,235.94,29.3,False,1.0
185,ORD000064,PROD00092,7,212.48,2.0,False,5.0
186,ORD000064,PROD00033,1,210.39,5.0,False,2.0
187,ORD000064,PROD00098,5,372.86,1.4,True,2.0
188,ORD000065,PROD00064,2,55.83,5.0,False,4.0
189,ORD000065,PROD00088,7,386.19,18.2,True,
190,ORD000065,PROD00069,3,393.71,17.2,True,5.0
191,ORD000065,PROD00066,8,294.34,15.1,False,2.0
192,ORD000066,PROD00091,2,190.48,5.1,True,3.0
193,ORD000066,PROD00035,1,309.17,19.2,False,3.0
194,ORD000066,PROD00071,1,235.94,19.3,True,2.0
195,ORD000067,PROD00015,10,379.74,29.2,False,
196,ORD000067,PROD00001,9,108.67,7.9,True,5.0
197,ORD000067,PROD00084,5,215.92,9.7,True,1.0
198,ORD000067,PROD00045,6,332.83,6.6,False,
199,ORD000067,PROD00081,1,320.86,16.1,True,4.0
200,ORD000068,PROD00081,9,320.86,6.2,False,
201,ORD000068,PROD00082,5,200.97,6.1,False,
202,ORD000068,PROD00078,4,395.85,21.9,False,4.0
203,ORD000069,PROD00064,3,55.83,13.8,True,
204,ORD000070,PROD00094,1,98.23,9.3,True,5.0
205,ORD000070,PROD00024,4,263.77,2.1,True,4.0
206,ORD000070,PROD00083,7,377.05,3.0,True,1.0
207,ORD000070,PROD00037,10,256.77,3.0,False,
208,ORD000071,PROD00098,1,372.86,4.0,True,
209,ORD000072,PROD00002,2,404.37,6.1,False,4.0
210,ORD000072,PROD00014,3,23.3,9.2,False,
211,ORD000072,PROD00070,1,212.25,16.3,False,1.0
212,ORD000072,PROD00095,1,20.87,24.7,True,1.0
213,ORD000072,PROD00044,9,439.75,26.6,False,
214,ORD000073,PROD00004,7,463.68,11.6,False,2.0
215,ORD000073,PROD00030,7,323.74,20.6,True,1.0
216,ORD000074,PROD00014,6,23.3,2.3,False,
217,ORD000074,PROD00037,2,256.77,26.9,True,
218,ORD000075,PROD00043,3,84.9,26.8,False,3.0
219,ORD000075,PROD00077,6,99.88,26.3,False,3.0
220,ORD000075,PROD00024,5,263.77,24.3,True,2.0
221,ORD000075,PROD00087,3,339.18,9.6,False,4.0
222,ORD000075,PROD00055,2,341.69,3.4,False,3.0
223,ORD000076,PROD00012,3,443.46,5.5,False,4.0
224,ORD000076,PROD00042,7,300.94,14.4,False,3.0
225,ORD000077,PROD00084,7,215.92,12.6,False,4.0
226,ORD000077,PROD00032,9,404.43,16.1,True,5.0
227,ORD000078,PROD00068,4,122.51,21.1,True,2.0
228,ORD000078,PROD00074,1,424.53,10.9,False,1.0
229,ORD000078,PROD00100,1,225.64,27.3,False,2.0
230,ORD000078,PROD00089,5,433.41,13.8,False,
231,ORD000079,PROD00008,3,136.68,3.5,True,1.0
232,ORD000079,PROD00096,7,106.92,11.2,True,1.0
233,ORD000080,PROD00077,6,99.88,4.2,True,
234,ORD000080,PROD00021,10,498.27,24.9,False,
235,ORD000080,PROD00004,3,463.68,14.1,True,3.0
236,ORD000080,PROD00019,8,229.88,12.3,False,1.0
237,ORD000081,PROD00015,1,379.74,18.1,True,1.0
238,ORD000081,PROD00020,7,240.75,25.0,False,3.0
239,ORD000081,PROD00008,10,136.68,15.1,True,2.0
240,ORD000082,PROD00012,3,443.46,22.3,False,2.0
241,ORD000082,PROD00067,7,237.41,5.5,True,4.0
242,ORD000082,PROD00049,8,9.63,9.4,False,2.0
243,ORD000083,PROD00048,7,92.71,5.8,True,
244,ORD000084,PROD00078,1,395.85,7.2,True,1.0
245,ORD000084,PROD00100,4,225.64,17.9,False,
246,ORD000084,PROD00043,4,84.9,19.2,True,
247,ORD000085,PROD00073,10,26.73,1.3,False,
248,ORD000086,PROD00012,6,443.46,22.6,False,3.0
249,ORD000086,PROD00040,7,189.79,21.8,True,1.0
250,ORD000086,PROD00002,6,404.37,12.2,True,2.0
251,ORD000087,PROD00076,7,405.7,14.3,True,
252,ORD000088,PROD00088,2,386.19,26.6,True,2.0
253,ORD000088,PROD00060,4,458.77,24.2,True,2.0
254,ORD000089,PROD00067,6,237.41,13.4,True,3.0
255,ORD000089,PROD00094,10,98.23,25.7,False,
256,ORD000089,PROD00078,7,395.85,7.2,True,5.0
257,ORD000089,PROD00084,8,215.92,2.9,True,
258,ORD000089,PROD00099,5,303.84,16.4,True,4.0
259,ORD000090,PROD00022,2,357.02,8.4,False,1.0
260,ORD000090,PROD00038,3,244.66,21.3,False,
261,ORD000090,PROD00021,8,498.27,29.4,False,2.0
262,ORD000091,PROD00073,8,26.73,1.2,False,5.0
263,ORD000092,PROD00057,9,102.45,25.3,False,4.0
264,ORD000092,PROD00047,9,271.63,13.5,True,1.0
265,ORD000093,PROD00090,1,173.63,4.6,True,
266,ORD000093,PROD00072,3,184.59,17.1,True,
267,ORD000094,PROD00086,8,463.67,19.3,False,
268,ORD000094,PROD00012,3,443.46,22.0,False,2.0
269,ORD000094,PROD00045,7,332.83,9.9,False,5.0
270,ORD000094,PROD00060,8,458.77,6.4,False,
271,ORD000095,PROD00005,3,256.12,19.2,False,5.0
272,ORD000095,PROD00070,7,212.25,1.9,False,4.0
273,ORD000095,PROD00020,4,240.75,1.6,True,4.0
274,ORD000095,PROD00061,5,307.32,7.6,True,
275,ORD000096,PROD00036,7,209.35,2.5,False,5.0
276,ORD000097,PROD00086,3,463.67,24.9,True,4.0
277,ORD000097,PROD00034,6,146.25,28.9,False,
278,ORD000098,PROD00054,9,5.97,20.7,True,4.0
279,ORD000098,PROD00062,6,310.56,27.4,False,5.0
280,ORD000098,PROD00061,10,307.32,6.0,True,3.0
281,ORD000099,PROD00020,8,240.75,28.0,False,1.0
282,ORD000100,PROD00034,8,146.25,28.3,True,5.0
283,ORD000100,PROD00067,2,237.41,1.1,True,5.0
284,ORD000100,PROD00093,3,81.08,18.0,True,2.0
285,ORD000100,PROD00001,10,108.67,28.7,False,1.0
286,ORD000101,PROD00040,8,189.79,19.5,False,3.0
287,ORD000101,PROD00065,6,243.29,24.8,False,3.0
288,ORD000101,PROD00016,2,421.58,27.8,False,2.0
289,ORD000102,PROD00077,5,99.88,25.4,False,5.0
290,ORD000102,PROD00021,2,498.27,29.9,True,
291,ORD000102,PROD00070,1,212.25,18.5,False,
292,ORD000102,PROD00056,10,161.54,27.8,True,5.0
293,ORD000102,PROD00049,10,9.63,24.2,False,2.0
294,ORD000103,PROD00100,9,225.64,11.4,True,1.0
295,ORD000103,PROD00059,6,389.0,29.0,False,4.0
296,ORD000104,PROD00048,4,92.71,15.2,False,3.0
297,ORD000105,PROD00054,1,5.97,27.0,False,
298,ORD000105,PROD00087,1,339.18,4.6,False,5.0
299,ORD000105,PROD00031,10,330.84,9.5,True,4.0
300,ORD000106,PROD00072,4,184.59,18.5,False,5.0
301,ORD000106,PROD00051,7,102.06,3.9,False,2.0
302,ORD000107,PROD00041,4,407.26,3.0,True,5.0
303,ORD000107,PROD00067,7,237.41,25.3,False,2.0
304,ORD000107,PROD00021,6,498.27,6.1,True,
305,ORD000107,PROD00056,1,161.54,18.9,True,
306,ORD000108,PROD00011,3,35.43,29.5,False,
307,ORD000108,PROD00074,4,424.53,8.9,True,4.0
308,ORD000108,PROD00049,5,9.63,19.8,False,
309,ORD000108,PROD00004,3,463.68,18.8,True,
310,ORD000108,PROD00096,10,106.92,3.7,True,
311,ORD000109,PROD00012,8,443.46,25.3,True,4.0
312,ORD000109,PROD00010,1,360.22,12.4,False,1.0
313,ORD000110,PROD00088,7,386.19,26.7,False,2.0
314,ORD000110,PROD00054,5,5.97,0.3,True,5.0
315,ORD000111,PROD00016,6,421.58,29.8,False,5.0
316,ORD000112,PROD00001,2,108.67,5.8,True,5.0
317,ORD000112,PROD00021,9,498.27,22.8,True,1.0
318,ORD000112,PROD00067,4,237.41,0.9,True,
319,ORD000112,PROD00095,3,20.87,8.0,False,
320,ORD000112,PROD00033,2,210.39,10.5,False,4.0
321,ORD000113,PROD00066,3,294.34,5.9,False,1.0
322,ORD000113,PROD00052,10,278.13,23.8,False,
323,ORD000113,PROD00025,4,75.36,28.6,False,4.0
324,ORD000113,PROD00033,7,210.39,17.9,False,5.0
325,ORD000114,PROD00078,7,395.85,12.9,False,1.0
326,ORD000115,PROD00022,10,357.02,12.3,False,1.0
327,ORD000115,PROD00005,3,256.12,24.3,False,3.0
328,ORD000115,PROD00066,4,294.34,2.2,False,3.0
329,ORD000115,PROD00033,2,210.39,0.3,True,2.0
330,ORD000116,PROD00073,2,26.73,11.6,True,1.0
331,ORD000116,PROD00042,9,300.94,8.3,True,4.0
332,ORD000116,PROD00030,7,323.74,9.5,False,
333,ORD000116,PROD00072,1,184.59,24.1,False,
334,ORD000117,PROD00054,3,5.97,18.0,False,
335,ORD000117,PROD00016,1,421.58,8.6,True,3.0
336,ORD000117,PROD00058,3,421.05,25.2,False,
337,ORD000118,PROD00068,2,122.51,14.1,False,3.0
338,ORD000118,PROD00006,6,367.61,22.6,False,
339,ORD000118,PROD00044,6,439.75,14.8,True,4.0
340,ORD000118,PROD00083,8,377.05,25.5,True,5.0
341,ORD000118,PROD00003,2,496.86,0.9,True,2.0
342,ORD000119,PROD00042,7,300.94,6.8,True,
343,ORD000120,PROD00069,1,393.71,7.8,True,
344,ORD000120,PROD00001,5,108.67,2.3,False,4.0
345,ORD000120,PROD00089,5,433.41,21.0,True,1.0
346,ORD000121,PROD00041,10,407.26,26.6,False,1.0
347,ORD000121,PROD00019,9,229.88,15.8,False,3.0
348,ORD000122,PROD00099,4,303.84,2.8,False,3.0
349,ORD000122,PROD00094,9,98.23,25.1,True,2.0
350,ORD000122,PROD00062,2,310.56,2.3,False,
351,ORD000123,PROD00086,4,463.67,14.0,False,
352,ORD000124,PROD00044,4,439.75,24.4,False,3.0
353,ORD000125,PROD00084,3,215.92,6.6,False,4.0
354,ORD000125,PROD00020,10,240.75,15.4,False,
355,ORD000125,PROD00065,5,243.29,12.7,False,5.0
356,ORD000125,PROD00014,2,23.3,4.4,True,2.0
357,ORD000126,PROD00059,3,389.0,8.0,False,4.0
358,ORD000127,PROD00034,2,146.25,10.6,True,
359,ORD000127,PROD00016,9,421.58,12.9,False,
360,ORD000127,PROD00071,5,235.94,11.1,True,4.0
361,ORD000128,PROD00038,7,244.66,5.3,False,4.0
362,ORD000128,PROD00025,9,75.36,13.0,True,1.0
363,ORD000129,PROD00015,1,379.74,17.3,True,
364,ORD000129,PROD00007,2,484.97,8.3,False,1.0
365,ORD000130,PROD00094,5,98.23,14.9,True,3.0
366,ORD000130,PROD00089,5,433.41,21.2,False,1.0
367,ORD000131,PROD00065,10,243.29,14.3,False,2.0
368,ORD000131,PROD00090,3,173.63,9.5,True,
369,ORD000132,PROD00059,8,389.0,12.8,True,
370,ORD000132,PROD00019,5,229.88,26.4,True,1.0
371,ORD000132,PROD00002,10,404.37,10.6,False,4.0
372,ORD000133,PROD00061,1,307.32,24.6,False,5.0
373,ORD000133,PROD00015,9,379.74,5.0,True,1.0
374,ORD000134,PROD00095,8,20.87,22.0,False,3.0
375,ORD000134,PROD00043,6,84.9,13.8,False,3.0
376,ORD000134,PROD00058,9,421.05,23.2,False,
377,ORD000135,PROD00094,4,98.23,19.8,True,1.0
378,ORD000135,PROD00082,4,200.97,17.3,False,1.0
379,ORD000135,PROD00003,4,496.86,27.6,False,3.0
380,ORD000135,PROD00019,9,229.88,27.0,False,5.0
381,ORD000135,PROD00053,3,133.51,8.0,False,4.0
382,ORD000136,PROD00054,10,5.97,15.6,False,1.0
383,ORD000136,PROD00036,7,209.35,23.9,False,
384,ORD000136,PROD00040,1,189.79,15.0,True,2.0
385,ORD000136,PROD00025,9,75.36,29.0,True,3.0
386,ORD000136,PROD00006,2,367.61,24.0,True,2.0
387,ORD000137,PROD00076,8,405.7,9.2,False,1.0
388,ORD000137,PROD00016,1,421.58,7.5,False,5.0
389,ORD000137,PROD00007,9,484.97,4.7,True,2.0
390,ORD000138,PROD00056,2,161.54,8.7,True,3.0
391,ORD000138,PROD00075,4,192.57,24.4,False,1.0
392,ORD000139,PROD00039,3,382.67,16.9,False,2.0
393,ORD000139,PROD00077,4,99.88,7.5,False,3.0
394,ORD000139,PROD00040,5,189.79,2.6,False,4.0
395,ORD000140,PROD00013,6,225.86,15.1,False,4.0
396,ORD000140,PROD00018,8,358.6,12.6,False,5.0
397,ORD000140,PROD00068,1,122.51,28.7,False,
398,ORD000140,PROD00057,3,102.45,18.5,False,5.0
399,ORD000141,PROD00048,5,92.71,1.6,False,
400,ORD000141,PROD00017,1,288.36,13.9,False,1.0
401,ORD000141,PROD00080,1,261.85,8.1,True,1.0
402,ORD000141,PROD00070,5,212.25,17.0,False,1.0
403,ORD000141,PROD00073,10,26.73,20.2,True,5.0
404,ORD000142,PROD00072,8,184.59,4.1,True,3.0
405,ORD000142,PROD00095,1,20.87,24.2,True,
406,ORD000143,PROD00020,10,240.75,26.4,True,
407,ORD000144,PROD00061,1,307.32,25.0,False,1.0
408,ORD000145,PROD00052,4,278.13,25.3,False,4.0
409,ORD000145,PROD00062,10,310.56,3.7,True,2.0
410,ORD000145,PROD00024,3,263.77,24.6,True,
411,ORD000146,PROD00026,2,65.55,28.8,False,3.0
412,ORD000146,PROD00061,7,307.32,11.6,True,4.0
413,ORD000146,PROD00062,3,310.56,0.8,False,
414,ORD000146,PROD00038,7,244.66,0.3,False,
415,ORD000146,PROD00086,10,463.67,13.3,False,4.0
416,ORD000147,PROD00036,9,209.35,25.7,True,5.0
417,ORD000147,PROD00002,7,404.37,15.4,True,3.0
418,ORD000147,PROD00021,10,498.27,10.2,True,
419,ORD000147,PROD00046,5,7.12,27.7,True,4.0
420,ORD000148,PROD00061,10,307.32,21.3,False,
421,ORD000148,PROD00078,6,395.85,17.7,False,4.0
422,ORD000148,PROD00085,2,93.89,1.3,True,
423,ORD000148,PROD00024,2,263.77,15.0,False,2.0
424,ORD000149,PROD00014,7,23.3,22.7,False,1.0
425,ORD000149,PROD00023,10,472.31,7.5,True,1.0
426,ORD000150,PROD00098,1,372.86,27.7,False,
427,ORD000150,PROD00048,8,92.71,11.3,True,
428,ORD000150,PROD00078,8,395.85,13.1,False,
429,ORD000150,PROD00081,3,320.86,13.0,True,
430,ORD000151,PROD00081,2,320.86,6.1,True,3.0
431,ORD000152,PROD00073,3,26.73,20.5,False,
432,ORD000152,PROD00070,4,212.25,17.1,False,3.0
433,ORD000152,PROD00010,10,360.22,27.0,True,4.0
434,ORD000152,PROD00044,7,439.75,18.8,True,2.0
435,ORD000153,PROD00039,1,382.67,18.0,False,
436,ORD000153,PROD00013,5,225.86,27.7,False,3.0
437,ORD000153,PROD00016,2,421.58,26.2,True,1.0
438,ORD000153,PROD00064,9,55.83,17.3,False,1.0
439,ORD000153,PROD00030,9,323.74,20.9,True,3.0
440,ORD000154,PROD00005,6,256.12,12.6,True,1.0
441,ORD000155,PROD00027,6,391.77,27.7,True,
442,ORD000155,PROD00071,2,235.94,24.2,True,1.0
443,ORD000156,PROD00077,9,99.88,14.4,True,
444,ORD000156,PROD00095,1,20.87,3.1,False,3.0
445,ORD000156,PROD00079,7,365.01,14.3,True,
446,ORD000156,PROD00011,1,35.43,0.8,True,4.0
447,ORD000157,PROD00071,8,235.94,1.6,False,4.0
448,ORD000158,PROD00071,2,235.94,26.9,False,3.0
449,ORD000158,PROD00018,7,358.6,27.5,True,
450,ORD000158,PROD00015,10,379.74,0.3,False,5.0
451,ORD000158,PROD00057,10,102.45,1.4,True,2.0
452,ORD000159,PROD00010,1,360.22,3.8,True,
453,ORD000160,PROD00045,4,332.83,29.9,True,4.0
454,ORD000160,PROD00078,2,395.85,19.7,True,
455,ORD000160,PROD00084,9,215.92,6.2,False,2.0
456,ORD000161,PROD00092,9,212.48,8.8,True,3.0
457,ORD000161,PROD00039,6,382.67,20.9,True,
458,ORD000161,PROD00047,7,271.63,21.2,False,
459,ORD000161,PROD00100,4,225.64,27.4,True,5.0
460,ORD000162,PROD00016,3,421.58,1.1,True,4.0
461,ORD000162,PROD00048,2,92.71,0.6,True,
462,ORD000163,PROD00050,10,120.96,11.5,True,4.0
463,ORD000163,PROD00039,8,382.67,1.3,True,4.0
464,ORD000163,PROD00011,9,35.43,1.6,False,
465,ORD000163,PROD00008,6,136.68,28.1,False,3.0
466,ORD000163,PROD00036,10,209.35,6.5,True,5.0
467,ORD000164,PROD00055,1,341.69,24.2,False,3.0
468,ORD000164,PROD00094,9,98.23,13.9,False,
469,ORD000164,PROD00095,7,20.87,14.0,True,
470,ORD000164,PROD00097,1,166.75,8.4,False,
471,ORD000165,PROD00099,5,303.84,10.1,False,
472,ORD000165,PROD00070,5,212.25,10.9,False,5.0
473,ORD000166,PROD00016,5,421.58,17.1,False,2.0
474,ORD000167,PROD00060,8,458.77,1.1,False,5.0
475,ORD000167,PROD00003,4,496.86,12.3,True,
476,ORD000167,PROD00057,10,102.45,16.5,True,3.0
477,ORD000167,PROD00002,5,404.37,7.8,False,
